window_start,window_end,event_count,unique_messages,distinct_hosts,distinct_processes,avg_msg_length,failed_auth_count,invalid_user_count,entropy_tokens,isolation_forest_label,isolation_forest_score,one_class_svm_label,one_class_svm_score,dbscan_label,dbscan_score,ensemble_anomaly
2025-06-17 19:43:01,2025-06-17 19:44:01,1,1,1,1,98.0,0,0,3.9698157824268097,1,0.23040949646122882,1,0.8016389815837535,-1,-1,1
2025-06-17 20:29:01,2025-06-17 20:30:01,1,1,1,1,41.0,0,0,3.0,1,0.22987961943440294,1,0.8320804668011768,-1,-1,1
2025-06-17 20:34:01,2025-06-17 20:35:01,1,1,1,1,28.0,0,0,2.321928094887362,1,0.20666467733463556,1,0.32347245532561786,-1,-1,1
2025-06-17 20:55:01,2025-06-17 20:56:01,7,2,1,1,104.0,0,0,4.35838101251739,1,0.1947174521975692,1,1.0783956012523888,-1,-1,1
2025-06-18 01:30:01,2025-06-18 01:31:01,20,2,1,1,68.0,0,0,4.501629167387822,1,0.17043343268810301,1,2.1202036890286102,-1,-1,1
2025-06-18 02:08:01,2025-06-18 02:09:01,15,3,1,1,104.0,0,0,4.384089113783056,1,0.16544569858503938,1,1.4653722618795406,-1,-1,1
2025-06-18 02:23:01,2025-06-18 02:24:01,1,1,1,1,68.0,0,0,3.906890595608519,1,0.23536177445095385,1,1.1593427170106985,-1,-1,1
2025-06-18 04:07:01,2025-06-18 04:08:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-18 04:12:01,2025-06-18 04:13:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-19 04:08:01,2025-06-19 04:09:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-19 04:15:01,2025-06-19 04:16:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-20 03:40:01,2025-06-20 03:41:01,12,1,1,1,60.0,0,0,3.807354922057604,1,0.193834029053215,1,1.7731094016321265,-1,-1,1
2025-06-20 04:02:01,2025-06-20 04:03:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-20 04:08:01,2025-06-20 04:09:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-20 04:44:01,2025-06-20 04:45:01,1,1,1,1,43.0,0,0,3.169925001442312,1,0.2335009498456735,1,0.8877874895721227,-1,-1,1
2025-06-20 09:20:01,2025-06-20 09:21:01,20,2,1,1,54.5,0,0,4.142664355548848,1,0.1662944356069142,1,2.0205217268515376,-1,-1,1
2025-06-21 04:06:01,2025-06-21 04:07:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-21 04:13:01,2025-06-21 04:14:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-21 08:56:01,2025-06-21 08:57:01,6,1,1,1,97.0,0,0,3.9698157824268097,1,0.20947060939660717,1,1.1316699745270498,-1,-1,1
2025-06-22 03:17:01,2025-06-22 03:18:01,12,1,1,1,111.0,0,0,3.875,1,0.18803885398482328,1,1.139706291371592,-1,-1,1
2025-06-22 03:18:01,2025-06-22 03:19:01,11,1,1,1,111.0,0,0,3.875,1,0.19267155049884954,1,1.0985247644004659,-1,-1,1
2025-06-22 04:05:01,2025-06-22 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-22 04:11:01,2025-06-22 04:12:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-22 04:30:01,2025-06-22 04:31:01,20,2,1,1,66.5,0,0,4.349648912578752,1,0.16918360567735613,1,2.120506289843597,-1,-1,1
2025-06-22 13:16:01,2025-06-22 13:17:01,23,3,1,1,62.0,0,0,3.8786139786216376,1,0.14381721166572375,1,2.20877162900036,-1,-1,1
2025-06-23 01:41:01,2025-06-23 01:42:01,10,1,1,1,99.0,0,0,3.9698157824268097,1,0.20038958070059038,1,1.303776289264821,-1,-1,1
2025-06-23 02:55:01,2025-06-23 02:56:01,2,2,1,1,54.5,0,0,4.142664355548848,1,0.22644367706665547,1,1.1942728899983734,-1,-1,1
2025-06-23 04:05:01,2025-06-23 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-23 04:13:01,2025-06-23 04:14:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-23 23:30:01,2025-06-23 23:31:01,9,1,1,1,94.0,0,0,3.9698157824268097,1,0.20199266008362915,1,1.3499563710510216,-1,-1,1
2025-06-24 04:05:01,2025-06-24 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-24 04:11:01,2025-06-24 04:12:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-24 18:55:01,2025-06-24 18:56:01,13,2,1,1,60.0,0,0,3.784549018001764,1,0.19344582417100414,1,1.847780930229046,-1,-1,1
2025-06-25 04:04:01,2025-06-25 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-25 04:10:01,2025-06-25 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-25 04:41:01,2025-06-25 04:42:01,20,2,1,1,58.0,0,0,4.058813890331201,1,0.16863996365849715,1,2.0692659773575777,-1,-1,1
2025-06-25 09:20:01,2025-06-25 09:21:01,18,1,1,1,61.0,0,0,3.807354922057604,1,0.17526190516611895,1,2.007335221542636,-1,-1,1
2025-06-25 19:25:01,2025-06-25 19:26:01,13,3,1,1,60.0,0,0,3.745934613380076,1,0.17752827710783098,1,1.876095486258837,-1,-1,1
2025-06-26 04:04:01,2025-06-26 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-26 04:10:01,2025-06-26 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-27 04:02:01,2025-06-27 04:03:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-27 04:08:01,2025-06-27 04:09:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-27 08:05:01,2025-06-27 08:06:01,5,1,1,1,112.0,0,0,3.9698157824268097,1,0.2128423821209522,1,0.785864519744468,-1,-1,1
2025-06-28 04:03:01,2025-06-28 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-28 04:08:01,2025-06-28 04:09:01,1,1,1,1,39.0,0,0,3.0,1,0.2316999039885258,1,0.7701763886231774,1,0,0
2025-06-28 04:09:01,2025-06-28 04:10:01,1,1,1,1,28.0,0,0,2.321928094887362,1,0.20666467733463556,1,0.32347245532561786,-1,-1,1
2025-06-28 08:10:01,2025-06-28 08:11:01,9,1,1,1,95.0,0,0,3.9698157824268097,1,0.20199266008362915,1,1.3314396031859133,-1,-1,1
2025-06-28 20:58:01,2025-06-28 20:59:01,10,1,1,1,111.0,0,0,4.221928094887363,1,0.18978618818535015,1,1.0543891060554955,-1,-1,1
2025-06-28 21:42:01,2025-06-28 21:43:01,10,2,1,1,55.5,0,0,4.142664355548848,1,0.20045340611056678,1,1.6641973397273553,-1,-1,1
2025-06-29 03:22:01,2025-06-29 03:23:01,23,2,1,1,59.0,0,0,3.6860830607029063,1,0.15017822496642558,1,2.150568076745138,-1,-1,1
2025-06-29 04:03:01,2025-06-29 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-29 04:09:01,2025-06-29 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-29 10:08:01,2025-06-29 10:09:01,10,1,1,1,98.0,0,0,3.875,1,0.2000522796958631,1,1.3238053767064812,-1,-1,1
2025-06-29 10:48:01,2025-06-29 10:49:01,23,12,1,1,59.0,0,0,4.021718897065868,1,0.04962509025167794,1,2.332460614756485,-1,-1,1
2025-06-29 12:11:01,2025-06-29 12:12:01,5,1,1,1,110.0,0,0,4.142664355548848,1,0.20915322377352147,1,0.8241372918424581,-1,-1,1
2025-06-29 12:12:01,2025-06-29 12:13:01,8,1,1,1,110.0,0,0,4.142664355548848,1,0.1965773523357891,1,0.9815840747873281,-1,-1,1
2025-06-29 14:44:01,2025-06-29 14:45:01,7,1,1,1,61.0,0,0,3.807354922057604,1,0.20200009999535445,1,1.528260901505874,-1,-1,1
2025-06-30 04:03:01,2025-06-30 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-06-30 04:09:01,2025-06-30 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-06-30 12:48:01,2025-06-30 12:49:01,16,2,1,1,58.5,0,0,4.142664355548848,1,0.18152429745050896,1,1.9504989317917385,-1,-1,1
2025-06-30 19:02:01,2025-06-30 19:03:01,3,1,1,1,96.0,0,0,3.9698157824268097,1,0.22820234244919724,1,0.9683310777651819,-1,-1,1
2025-06-30 19:03:01,2025-06-30 19:04:01,7,1,1,1,96.0,0,0,3.9698157824268097,1,0.20320944026242743,1,1.2064547921697333,-1,-1,1
2025-06-30 20:16:01,2025-06-30 20:17:01,5,1,1,1,97.0,0,0,3.9698157824268097,1,0.2146747117899534,1,1.0734074340013464,-1,-1,1
2025-06-30 20:53:01,2025-06-30 20:54:01,46,3,1,1,61.04347826086956,0,0,3.8388896272944155,1,0.09816429650658359,1,2.0621530045888576,-1,-1,1
2025-06-30 22:16:01,2025-06-30 22:17:01,20,2,1,1,34.5,0,0,3.0850551027564768,1,0.15146623042235724,1,1.405066783631991,-1,-1,1
2025-07-01 00:21:01,2025-07-01 00:22:01,10,1,1,1,96.0,0,0,3.9698157824268097,1,0.2017695055313417,1,1.362441666539354,-1,-1,1
2025-07-01 04:05:01,2025-07-01 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768,1,0.22628281529772193,1,0.6929453430427621,1,0,0
2025-07-01 04:11:01,2025-07-01 04:12:01,2,2,1,1,33.5,0,0,3.0850551027564768,1,0.225963201543054,1,0.6524773705278655,1,0,0
2025-07-01 05:02:01,2025-07-01 05:03:01,8,2,1,1,34.5,0,0,3.0850551027564768,1,0.19112241564856058,1,1.010507898414584,-1,-1,1
2025-07-01 07:57:01,2025-07-01 07:58:01,23,1,1,1,61.0,0,0,3.807354922057604,1,0.14033122433147233,1,2.1338557702728806,-1,-1,1
2025-07-01 09:00:01,2025-07-01 09:01:01,1,1,1,1,107.0,0,0,3.521640636343318,1,0.2280598225921442,1,0.6398147287269289,-1,-1,1
2025-07-01 09:01:01,2025-07-01 09:02:01,2,2,1,2,42.5,0,0,3.3927474104487847,1,0.1878704944184415,1,0.9601009984545783,-1,-1,1
2025-07-01 09:02:01,2025-07-01 09:03:01,2,2,2,1,69.5,0,0,3.3787834934861753,1,0.05584299006274662,1,1.2506762057704428,-1,-1,1
2025-07-01 09:03:01,2025-07-01 09:04:01,2,2,1,2,119.5,0,0,4.578780557638895,1,0.19246240379028795,1,0.4991835104057145,-1,-1,1
2025-07-01 09:04:01,2025-07-01 09:05:01,3,3,2,2,94.0,0,0,4.888789679422002,1,0.10381823725810468,1,1.0477971963367416,-1,-1,1
2025-07-01 09:12:01,2025-07-01 09:13:01,2,2,2,2,84.5,0,0,3.906890595608519,1,0.08944270533923682,1,1.1101768065437625,-1,-1,1
2025-07-01 09:14:01,2025-07-01 09:15:01,8,2,1,1,34.5,0,0,3.0850551027564768,1,0.19112241564856058,1,1.010507898414584,-1,-1,1
2025-07-01 09:18:01,2025-07-01 09:19:01,1,1,1,1,54.0,0,0,3.095795255000934,1,0.23257332776325873,1,1.0994313034628433,1,0,0
2025-07-01 09:19:01,2025-07-01 09:20:01,3,3,2,3,82.66666666666667,0,0,4.983788058752393,1,0.07899918612623974,1,1.2164407960114119,-1,-1,1
2025-07-01 09:21:01,2025-07-01 09:22:01,2,2,2,2,90.5,0,0,4.087462841250339,1,0.09067793559419352,1,1.01977400626172,-1,-1,1
2025-07-01 09:22:01,2025-07-01 09:23:01,2,2,1,2,103.0,0,0,4.754887502163468,1,0.1949497643883808,1,0.7988305144049797,-1,-1,1
2025-07-01 09:23:01,2025-07-01 09:24:01,2,2,1,1,79.5,0,0,4.277613436819116,1,0.2236106576167281,1,1.173650413493803,-1,-1,1
2025-07-01 09:24:01,2025-07-01 09:25:01,1,1,1,1,37.0,0,0,2.8073549220576037,1,0.22691123055654217,1,0.7028165260903059,-1,-1,1
2025-07-01 09:25:01,2025-07-01 09:26:01,3,3,1,2,128.0,0,0,5.771640636343318,1,0.1564262585173713,1,0.42941571088767105,-1,-1,1
2025-07-01 09:26:01,2025-07-01 09:27:01,3,3,1,3,116.66666666666667,0,0,5.4474086518852305,1,0.1506064336824101,1,0.6207353711718504,-1,-1,1
2025-07-01 09:27:01,2025-07-01 09:28:01,2,2,1,2,118.5,0,0,4.807354922057605,1,0.19568247121377397,1,0.5156159888439724,-1,-1,1
2025-07-01 09:28:01,2025-07-01 09:29:01,4,4,2,4,84.5,0,0,5.269630874107453,1,0.05609866486292614,1,1.2698250115667484,-1,-1,1
2025-07-01 09:29:01,2025-07-01 09:30:01,2,2,1,1,65.5,0,0,4.247927513443585,1,0.2257052984707394,1,1.25660568785716,-1,-1,1
2025-07-01 09:31:01,2025-07-01 09:32:01,2,2,2,2,86.5,0,0,4.807354922057605,1,0.10047789713942723,1,1.0779050213880907,-1,-1,1
2025-07-01 09:32:01,2025-07-01 09:33:01,3,3,1,3,116.33333333333333,0,0,5.388758439731455,1,0.153993464204513,1,0.6271676846735268,-1,-1,1
2025-07-01 09:33:01,2025-07-01 09:34:01,4,4,2,1,56.5,0,0,4.889680181354616,1,0.06269500342294904,1,1.383369195335728,-1,-1,1
2025-07-01 09:34:01,2025-07-01 09:35:01,2,2,1,2,110.0,0,0,4.857980995127572,1,0.19560943300599032,1,0.6685008938826265,-1,-1,1
2025-07-01 09:35:01,2025-07-01 09:36:01,1,1,1,1,106.0,0,0,3.807354922057604,1,0.23068585575643885,1,0.6576582974867655,-1,-1,1
2025-07-01 09:36:01,2025-07-01 09:37:01,1,1,1,1,55.0,0,0,2.0,1,0.19767366400912206,1,1.111427086299635,-1,-1,1
2025-07-01 09:39:01,2025-07-01 09:40:01,4,4,2,1,93.75,0,0,5.072368749488242,1,0.07069624251327111,1,1.138115714554285,-1,-1,1
2025-07-01 09:41:01,2025-07-01 09:42:01,7,7,2,4,103.14285714285714,0,0,5.6886717876469275,1,0.024639263392668642,1,1.1683589232881992,-1,-1,1
2025-07-01 09:42:01,2025-07-01 09:43:01,3,3,1,2,94.33333333333333,0,0,5.0,1,0.19358217751949774,1,1.0428599072032156,-1,-1,1
2025-07-01 09:43:01,2025-07-01 09:44:01,1,1,1,1,104.0,0,0,3.4677201004744993,1,0.229463982929131,1,0.6945567854397616,-1,-1,1
2025-07-01 09:44:01,2025-07-01 09:45:01,3,3,2,2,35.666666666666664,0,0,3.640223928941852,1,0.05951618329296304,1,0.8135094513912193,-1,-1,1
2025-07-01 09:45:01,2025-07-01 09:46:01,3,3,2,3,95.0,0,0,4.889680181354616,1,0.07760949625155211,1,1.0258340416165233,-1,-1,1
2025-07-01 09:59:01,2025-07-01 10:00:01,1,1,1,1,70.0,0,0,2.8073549220576037,1,0.22711737971147433,1,1.1550414968749578,1,0,0
2025-07-01 10:08:01,2025-07-01 10:09:01,7,7,2,5,118.57142857142857,0,0,6.291212922971082,-1,-0.04894806228513238,1,0.8356578841474551,-1,-1,1
2025-07-01 10:09:01,2025-07-01 10:10:01,1,1,1,1,53.0,0,0,2.0,1,0.20087172902677664,1,1.0871755808544918,1,0,0
2025-07-01 10:10:01,2025-07-01 10:11:01,2,1,1,1,88.0,0,0,3.7004397181410926,1,0.2294866076853304,1,1.0359465169425128,-1,-1,1
2025-07-01 10:13:01,2025-07-01 10:14:01,3,3,1,3,124.66666666666667,0,0,5.219214129970057,1,0.1510199656444245,1,0.48227287975016964,-1,-1,1
2025-07-01 10:46:01,2025-07-01 10:47:01,3,3,1,3,56.333333333333336,0,0,4.483856189774725,1,0.15341696765376622,1,1.2951124375591725,-1,-1,1
2025-07-01 10:56:01,2025-07-01 10:57:01,10,1,1,1,97.0,0,0,3.9698157824268097,1,0.20087819628815712,1,1.3431419576912447,-1,-1,1
2025-07-01 11:20:01,2025-07-01 11:21:01,1,1,1,1,72.0,0,0,3.584962500721156,1,0.2317665661920782,1,1.1436632990520685,1,0,0
2025-07-01 11:24:01,2025-07-01 11:25:01,1,1,1,1,220.0,0,0,4.243856189774725,1,0.187685848504956,1,0.08314950234430896,-1,-1,1
2025-07-01 11:29:01,2025-07-01 11:30:01,1,1,1,1,47.0,0,0,3.0,1,0.23442133743126625,1,0.983663902559524,1,0,0
2025-07-01 11:38:01,2025-07-01 11:39:01,2,2,1,1,73.0,0,0,4.095795255000934,1,0.22616731226625325,1,1.2318783912673474,-1,-1,1
2025-07-01 11:39:01,2025-07-01 11:40:01,5,5,2,2,89.0,0,0,5.652448756449992,1,0.06780623721634649,1,1.2944066703366808,-1,-1,1
2025-07-01 11:41:01,2025-07-01 11:42:01,3,3,2,1,82.33333333333333,0,0,4.681727678869737,1,0.08428496056109414,1,1.2285466632345852,-1,-1,1
2025-07-01 11:43:01,2025-07-01 11:44:01,2,2,2,2,134.0,0,0,5.114369445886756,1,0.07839039228580008,1,0.27247069811686586,-1,-1,1
2025-07-01 11:44:01,2025-07-01 11:45:01,3,3,2,1,84.66666666666667,0,0,4.773557262275186,1,0.08705824851208765,1,1.197088914037998,-1,-1,1
2025-07-01 11:46:01,2025-07-01 11:47:01,6,6,2,5,99.0,0,0,5.695658629118659,-1,-0.012016927802250832,1,1.1695554680246438,-1,-1,1
2025-07-01 11:47:01,2025-07-01 11:48:01,1,1,1,1,60.0,0,0,2.9219280948873623,1,0.23053374215479538,1,1.1517415586254351,1,0,0
2025-07-01 11:48:01,2025-07-01 11:49:01,2,2,1,2,43.5,0,0,3.584962500721156,1,0.19721999975201054,1,0.9865103912580899,-1,-1,1
2025-07-01 11:49:01,2025-07-01 11:50:01,8,8,2,7,76.625,0,0,6.084968358876719,-1,-0.04279725380644206,1,1.6191587559221432,-1,-1,1
2025-07-01 11:51:01,2025-07-01 11:52:01,6,6,2,3,107.0,0,0,5.435399310100428,1,0.04352218532355412,1,1.0303559665867077,-1,-1,1
2025-07-01 11:53:01,2025-07-01 11:54:01,3,3,2,2,90.0,0,0,4.771142620598472,1,0.10806853210696044,1,1.1154673443537675,-1,-1,1
2025-07-01 11:55:01,2025-07-01 11:56:01,3,3,1,2,124.0,0,0,5.054086986251932,1,0.184771210789203,1,0.49846617977732777,-1,-1,1
2025-07-01 11:58:01,2025-07-01 11:59:01,2,2,2,2,137.5,0,0,5.171928094887362,1,0.07578292232815548,1,0.22774096084897266,-1,-1,1
2025-07-01 12:12:01,2025-07-01 12:13:01,2,2,1,2,122.5,0,0,4.450212064914747,1,0.19165379512779762,1,0.4489109465617034,-1,-1,1
2025-07-01 12:26:01,2025-07-01 12:27:01,2,2,1,1,151.0,0,0,4.647408651885231,1,0.20046005792512728,1,0.09993099944412975,-1,-1,1
2025-07-01 12:39:01,2025-07-01 12:40:01,2,2,1,1,148.0,0,0,4.550340709546388,1,0.20076650090115988,1,0.12399598481174223,-1,-1,1
2025-07-01 12:52:01,2025-07-01 12:53:01,3,3,1,1,41.0,0,0,4.0559581516151235,1,0.20663816217700492,1,0.99826104945749,-1,-1,1
2025-07-01 12:53:01,2025-07-01 12:54:01,1,1,1,1,90.0,0,0,3.4594316186372973,1,0.23263927709262833,1,0.9373613928321873,1,0,0
2025-07-01 13:06:01,2025-07-01 13:07:01,1,1,1,1,25.0,0,0,2.321928094887362,1,0.20451743045803938,1,0.16883334159937036,-1,-1,1
2025-07-01 13:20:01,2025-07-01 13:21:01,3,3,1,3,82.66666666666667,0,0,5.247927513443585,1,0.15852746495915804,1,1.2161321570912094,-1,-1,1
2025-07-01 13:34:01,2025-07-01 13:35:01,1,1,1,1,60.0,0,0,2.8073549220576037,1,0.22902150939839033,1,1.1518720227625607,1,0,0
2025-07-01 13:41:01,2025-07-01 13:42:01,2,2,1,2,45.0,0,0,3.2516291673878226,1,0.18935270932182735,1,1.0256944505645293,-1,-1,1
2025-07-01 13:42:01,2025-07-01 13:43:01,2,2,1,2,61.5,0,0,4.523561956057013,1,0.2014344232724748,1,1.2457215871014284,-1,-1,1
2025-07-01 13:44:01,2025-07-01 13:45:01,1,1,1,1,60.0,0,0,2.8073549220576037,1,0.22902150939839033,1,1.1518720227625607,1,0,0
2025-07-01 13:47:01,2025-07-01 13:48:01,3,3,2,1,54.0,0,0,4.303508854797678,1,0.07153225985998085,1,1.2740605153909783,-1,-1,1
2025-07-01 13:49:01,2025-07-01 13:50:01,1,1,1,1,66.0,0,0,3.169925001442312,1,0.23373880729865731,1,1.164688167781648,1,0,0
2025-07-01 14:01:01,2025-07-01 14:02:01,1,1,1,1,90.0,0,0,3.584962500721156,1,0.23059079176094416,1,0.9371464559825462,1,0,0
2025-07-01 14:14:01,2025-07-01 14:15:01,1,1,1,1,53.0,0,0,2.0,1,0.20087172902677664,1,1.0871755808544918,1,0,0
2025-07-01 14:28:01,2025-07-01 14:29:01,2,2,1,1,83.5,0,0,4.251629167387822,1,0.22417629982478987,1,1.1253194923892877,-1,-1,1
2025-07-01 14:38:01,2025-07-01 14:39:01,1,1,1,1,50.0,0,0,2.25,1,0.2091100212259588,1,1.0416903319615685,1,0,0
2025-07-01 14:52:01,2025-07-01 14:53:01,3,3,1,2,59.0,0,0,4.095795255000934,1,0.19458897357169275,1,1.3245344661208591,-1,-1,1
2025-07-01 15:05:01,2025-07-01 15:06:01,3,3,1,3,117.66666666666667,0,0,5.240655075035861,1,0.15509043238346898,1,0.6038030199120712,-1,-1,1
2025-07-01 19:43:01,2025-07-01 19:44:01,5,5,2,5,92.2,0,0,5.81484643919235,-1,-0.006476669193605233,1,1.2168339586414874,-1,-1,1
2025-07-01 19:46:01,2025-07-01 19:47:01,3,3,1,2,376.6666666666667,0,0,5.9023039028327275,1,0.05504865675218207,-1,-7.725073032856395,-1,-1,1
2025-07-01 19:50:01,2025-07-01 19:51:01,1,1,1,1,45.0,0,0,2.321928094887362,1,0.21476738085041008,1,0.9394842378471964,1,0,0
2025-07-01 20:13:01,2025-07-01 20:14:01,1,1,1,1,120.0,0,0,2.584962500721156,1,0.19417074466426892,1,0.409818303443938,1,0,0
2025-07-01 20:17:01,2025-07-01 20:18:01,2,2,1,2,89.0,0,0,3.906890595608519,1,0.20098702178586508,1,1.0456250242951342,-1,-1,1
2025-07-01 20:23:01,2025-07-01 20:24:01,1,1,1,1,189.0,0,0,3.970175521464345,1,0.19813609394528237,-1,-0.0034709626359692436,-1,-1,1
2025-07-01 21:02:01,2025-07-01 21:03:01,1,1,1,1,92.0,0,0,3.807354922057604,1,0.23288882598223848,1,0.904513826806852,1,0,0
2025-07-01 21:10:01,2025-07-01 21:11:01,1,1,1,1,108.0,0,0,3.9321380397593746,1,0.23018536774859094,1,0.6210157068951254,-1,-1,1
2025-07-01 21:17:01,2025-07-01 21:18:01,1,1,1,1,92.0,0,0,3.807354922057604,1,0.23288882598223848,1,0.904513826806852,1,0,0
2025-07-01 21:18:01,2025-07-01 21:19:01,2,2,1,2,89.0,0,0,3.906890595608519,1,0.20098702178586508,1,1.0456250242951342,-1,-1,1
2025-07-01 21:19:01,2025-07-01 21:20:01,1,1,1,1,45.0,0,0,2.321928094887362,1,0.21476738085041008,1,0.9394842378471964,1,0,0
2025-07-01 21:21:01,2025-07-01 21:22:01,1,1,1,1,133.0,0,0,3.3219280948873626,1,0.21108747795731775,1,0.21673683520937104,1,0,0
2025-07-01 21:24:01,2025-07-01 21:25:01,1,1,1,1,133.0,0,0,3.3219280948873626,1,0.21108747795731775,1,0.21673683520937104,1,0,0
2025-07-01 21:33:01,2025-07-01 21:34:01,1,1,1,1,133.0,0,0,3.3219280948873626,1,0.21108747795731775,1,0.21673683520937104,1,0,0
2025-07-01 22:03:01,2025-07-01 22:04:01,1,1,1,1,204.0,0,0,4.954196310386874,1,0.17886046159336394,1,0.04537940562890341,-1,-1,1
2025-07-01 22:08:01,2025-07-01 22:09:01,1,1,1,1,91.0,0,0,2.8073549220576037,1,0.22196078954336557,1,0.9217449806466718,-1,-1,1
