window_start,window_end,event_count,unique_messages,distinct_hosts,distinct_processes,avg_msg_length,failed_auth_count,invalid_user_count,entropy_tokens
2025-06-30 04:09:01,2025-06-30 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-06-30 12:48:01,2025-06-30 12:49:01,16,2,1,1,58.5,0,0,4.142664355548848
2025-06-30 19:02:01,2025-06-30 19:03:01,3,1,1,1,96.0,0,0,3.9698157824268097
2025-06-30 19:03:01,2025-06-30 19:04:01,7,1,1,1,96.0,0,0,3.9698157824268097
2025-06-30 20:16:01,2025-06-30 20:17:01,5,1,1,1,97.0,0,0,3.9698157824268097
2025-06-30 20:53:01,2025-06-30 20:54:01,46,3,1,1,61.04347826086956,0,0,3.8388896272944155
2025-06-30 22:16:01,2025-06-30 22:17:01,20,2,1,1,34.5,0,0,3.0850551027564768
2025-07-01 00:21:01,2025-07-01 00:22:01,10,1,1,1,96.0,0,0,3.9698157824268097
2025-07-01 04:05:01,2025-07-01 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-01 04:11:01,2025-07-01 04:12:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-01 05:02:01,2025-07-01 05:03:01,8,2,1,1,34.5,0,0,3.0850551027564768
2025-07-01 07:57:01,2025-07-01 07:58:01,23,1,1,1,61.0,0,0,3.807354922057604
2025-07-01 09:14:01,2025-07-01 09:15:01,8,2,1,1,34.5,0,0,3.0850551027564768
2025-07-01 10:56:01,2025-07-01 10:57:01,10,1,1,1,97.0,0,0,3.9698157824268097
2025-07-02 01:41:01,2025-07-02 01:42:01,16,2,1,1,34.5,0,0,3.0850551027564768
2025-07-02 04:04:01,2025-07-02 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-02 04:09:01,2025-07-02 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-02 04:15:01,2025-07-02 04:16:01,20,2,1,1,53.0,0,0,3.9698157824268097
2025-07-03 04:07:01,2025-07-03 04:08:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-03 04:13:01,2025-07-03 04:14:01,1,1,1,1,39.0,0,0,3.0
2025-07-03 04:14:01,2025-07-03 04:15:01,1,1,1,1,28.0,0,0,2.321928094887362
2025-07-03 10:05:01,2025-07-03 10:06:01,23,1,1,1,107.0,0,0,4.2626923908396215
2025-07-03 23:16:01,2025-07-03 23:17:01,23,1,1,1,93.0,0,0,4.004886164091843
2025-07-04 04:03:01,2025-07-04 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-04 04:08:01,2025-07-04 04:09:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-04 09:33:01,2025-07-04 09:34:01,3,1,1,1,95.0,0,0,3.9698157824268097
2025-07-04 12:52:01,2025-07-04 12:53:01,23,1,1,1,101.0,0,0,4.1757358691004915
2025-07-04 19:15:01,2025-07-04 19:16:01,12,1,1,1,97.0,0,0,3.9698157824268097
2025-07-04 19:16:01,2025-07-04 19:17:01,1,1,1,1,97.0,0,0,3.9698157824268097
2025-07-05 04:03:01,2025-07-05 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-05 04:09:01,2025-07-05 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-05 13:36:01,2025-07-05 13:37:01,10,2,1,1,55.5,0,0,4.142664355548848
2025-07-05 13:52:01,2025-07-05 13:53:01,23,2,1,1,59.0,0,0,3.877904386978733
2025-07-06 02:22:01,2025-07-06 02:23:01,5,1,1,1,96.0,0,0,3.9698157824268097
2025-07-06 04:03:01,2025-07-06 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-06 04:08:01,2025-07-06 04:09:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-06 18:00:01,2025-07-06 18:01:01,23,2,1,1,61.0,0,0,3.8377998261289004
2025-07-07 04:04:01,2025-07-07 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-07 04:10:01,2025-07-07 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-07 07:18:01,2025-07-07 07:19:01,12,2,1,1,34.5,0,0,3.0850551027564768
2025-07-07 08:06:01,2025-07-07 08:07:01,3,3,1,2,35.333333333333336,0,0,4.247927513443585
2025-07-07 08:09:01,2025-07-07 08:10:01,9,5,1,2,32.888888888888886,0,0,3.180741985218564
2025-07-07 14:18:01,2025-07-07 14:19:01,8,2,1,1,59.0,0,0,4.142664355548848
2025-07-07 16:33:01,2025-07-07 16:34:01,12,1,1,1,61.0,0,0,3.807354922057604
2025-07-07 23:09:01,2025-07-07 23:10:01,19,3,1,1,59.0,0,0,3.8495494876747935
2025-07-08 04:04:01,2025-07-08 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-08 04:12:01,2025-07-08 04:13:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-08 20:14:01,2025-07-08 20:15:01,4,1,1,1,95.0,0,0,3.807763576417194
2025-07-09 04:04:01,2025-07-09 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-09 04:10:01,2025-07-09 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-09 11:35:01,2025-07-09 11:36:01,23,1,1,1,60.0,0,0,3.807354922057604
2025-07-09 12:16:01,2025-07-09 12:17:01,18,3,1,1,60.0,0,0,3.900193262321551
2025-07-09 12:59:01,2025-07-09 13:00:01,23,2,1,1,61.0,0,0,3.8613103086691347
2025-07-09 19:34:01,2025-07-09 19:35:01,10,1,1,1,108.0,0,0,3.875
2025-07-09 22:53:01,2025-07-09 22:54:01,23,2,1,1,94.0,0,0,3.9777910322325827
2025-07-10 03:55:01,2025-07-10 03:56:01,23,1,1,1,61.0,0,0,3.807354922057604
2025-07-10 04:04:01,2025-07-10 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-10 04:10:01,2025-07-10 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-10 07:24:01,2025-07-10 07:25:01,23,2,1,1,91.0,0,0,4.352891230035434
2025-07-10 13:17:01,2025-07-10 13:18:01,23,1,1,1,60.0,0,0,3.807354922057604
2025-07-10 16:01:01,2025-07-10 16:02:01,16,1,1,1,98.0,0,0,3.9698157824268097
2025-07-10 16:02:01,2025-07-10 16:03:01,48,1,1,1,98.0,0,0,3.9698157824268097
2025-07-10 16:03:01,2025-07-10 16:04:01,16,1,1,1,98.0,0,0,3.9698157824268097
2025-07-10 16:33:01,2025-07-10 16:34:01,10,1,1,1,98.0,0,0,3.9698157824268097
2025-07-11 03:46:01,2025-07-11 03:47:01,10,1,1,1,96.0,0,0,3.9698157824268097
2025-07-11 04:03:01,2025-07-11 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-11 04:08:01,2025-07-11 04:09:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-11 11:33:01,2025-07-11 11:34:01,3,3,1,2,38.666666666666664,0,0,3.8924071185928764
2025-07-11 17:58:01,2025-07-11 17:59:01,10,1,1,1,98.0,0,0,3.9698157824268097
2025-07-12 04:03:01,2025-07-12 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-12 04:09:01,2025-07-12 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-12 06:09:01,2025-07-12 06:10:01,10,1,1,1,109.0,0,0,4.221928094887363
2025-07-13 04:04:01,2025-07-13 04:05:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-13 04:10:01,2025-07-13 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-13 17:22:01,2025-07-13 17:23:01,6,2,1,1,34.5,0,0,3.0850551027564768
2025-07-14 04:08:01,2025-07-14 04:09:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-14 04:14:01,2025-07-14 04:15:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-14 14:59:01,2025-07-14 15:00:01,2,1,1,1,109.0,0,0,4.221928094887363
2025-07-14 15:00:01,2025-07-14 15:01:01,4,1,1,1,109.0,0,0,4.221928094887363
2025-07-14 15:01:01,2025-07-14 15:02:01,2,1,1,1,109.0,0,0,4.221928094887363
2025-07-15 01:03:01,2025-07-15 01:04:01,10,1,1,1,109.0,0,0,3.9698157824268097
2025-07-15 04:05:01,2025-07-15 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-15 04:10:01,2025-07-15 04:11:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-15 23:42:01,2025-07-15 23:43:01,22,2,1,1,60.0,0,0,3.8264095640435345
2025-07-16 04:07:01,2025-07-16 04:08:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-16 04:13:01,2025-07-16 04:14:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-16 08:14:01,2025-07-16 08:15:01,23,2,1,1,59.0,0,0,3.8472570201613325
2025-07-17 04:06:01,2025-07-17 04:07:01,2,1,1,1,89.0,0,0,4.321928094887363
2025-07-17 04:08:01,2025-07-17 04:09:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-17 04:13:01,2025-07-17 04:14:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-17 06:13:01,2025-07-17 06:14:01,19,2,1,1,89.0,0,0,4.363501814287849
2025-07-17 06:14:01,2025-07-17 06:15:01,11,1,1,1,89.0,0,0,4.321928094887363
2025-07-17 08:06:01,2025-07-17 08:07:01,23,2,1,1,61.0,0,0,3.825784826962234
2025-07-17 09:44:01,2025-07-17 09:45:01,9,1,1,1,62.0,0,0,3.807354922057604
2025-07-17 10:45:01,2025-07-17 10:46:01,3,1,1,1,115.0,0,0,4.20184123230257
2025-07-17 12:30:01,2025-07-17 12:31:01,22,14,1,1,76.0,0,0,4.2037284224630245
2025-07-17 12:31:01,2025-07-17 12:32:01,1,1,1,1,76.0,0,0,4.087462841250339
2025-07-17 14:02:01,2025-07-17 14:03:01,20,11,1,1,76.0,0,0,4.31430282062607
2025-07-17 14:03:01,2025-07-17 14:04:01,3,2,1,1,76.0,0,0,4.141480243253544
2025-07-17 15:09:01,2025-07-17 15:10:01,23,3,1,1,107.0,0,0,4.2143503166643566
2025-07-17 21:23:01,2025-07-17 21:24:01,23,3,1,1,95.0,0,0,4.2852070205707715
2025-07-17 23:21:01,2025-07-17 23:22:01,23,2,1,1,95.0,0,0,4.262379945248856
2025-07-18 03:26:01,2025-07-18 03:27:01,21,2,1,1,61.0,0,0,3.8758343422702564
2025-07-18 04:03:01,2025-07-18 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-18 04:09:01,2025-07-18 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-18 23:01:01,2025-07-18 23:02:01,20,2,1,1,60.5,0,0,4.3685225277282065
2025-07-19 04:03:01,2025-07-19 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-19 04:09:01,2025-07-19 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-19 07:35:01,2025-07-19 07:36:01,10,1,1,1,98.0,0,0,3.9698157824268097
2025-07-20 04:05:01,2025-07-20 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-20 04:11:01,2025-07-20 04:12:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-20 23:37:01,2025-07-20 23:38:01,10,2,1,1,55.0,0,0,4.142664355548848
2025-07-21 01:30:01,2025-07-21 01:31:01,4,1,1,1,95.0,0,0,3.9698157824268097
2025-07-21 04:11:01,2025-07-21 04:12:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-21 04:16:01,2025-07-21 04:17:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-21 09:04:01,2025-07-21 09:05:01,23,2,1,1,61.0,0,0,3.825784826962234
2025-07-21 15:18:01,2025-07-21 15:19:01,2,1,1,1,97.0,0,0,3.9698157824268097
2025-07-22 04:07:01,2025-07-22 04:08:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-22 04:15:01,2025-07-22 04:16:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-22 09:27:01,2025-07-22 09:28:01,23,1,1,1,61.0,0,0,3.807354922057604
2025-07-22 19:29:01,2025-07-22 19:30:01,23,2,1,1,59.0,0,0,3.825784826962234
2025-07-23 04:09:01,2025-07-23 04:10:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-23 04:15:01,2025-07-23 04:16:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-23 11:46:01,2025-07-23 11:47:01,1,1,1,1,95.0,0,0,3.9698157824268097
2025-07-23 20:04:01,2025-07-23 20:05:01,10,1,1,1,95.0,0,0,3.9698157824268097
2025-07-24 02:38:01,2025-07-24 02:39:01,25,2,1,1,57.36,0,0,3.9127457931211067
2025-07-24 04:20:01,2025-07-24 04:21:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-24 04:33:01,2025-07-24 04:34:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-24 08:31:01,2025-07-24 08:32:01,5,1,1,1,98.0,0,0,3.9698157824268097
2025-07-24 13:46:01,2025-07-24 13:47:01,19,3,1,1,60.0,0,0,3.8962721127698843
2025-07-25 04:03:01,2025-07-25 04:04:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-25 04:09:01,2025-07-25 04:10:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-25 06:39:01,2025-07-25 06:40:01,23,1,1,1,60.0,0,0,3.807354922057604
2025-07-25 12:09:01,2025-07-25 12:10:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 12:18:01,2025-07-25 12:19:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 12:27:01,2025-07-25 12:28:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 12:35:01,2025-07-25 12:36:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 12:54:01,2025-07-25 12:55:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 13:33:01,2025-07-25 13:34:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 13:41:01,2025-07-25 13:42:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 13:50:01,2025-07-25 13:51:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 14:00:01,2025-07-25 14:01:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 14:08:01,2025-07-25 14:09:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 14:17:01,2025-07-25 14:18:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 14:33:01,2025-07-25 14:34:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 14:48:01,2025-07-25 14:49:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 14:56:01,2025-07-25 14:57:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 15:50:01,2025-07-25 15:51:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 16:29:01,2025-07-25 16:30:01,1,1,1,1,39.0,0,0,2.584962500721156
2025-07-25 23:23:01,2025-07-25 23:24:01,6,2,1,2,56.333333333333336,0,0,4.001629167387823
2025-07-25 23:24:01,2025-07-25 23:25:01,19,1,1,1,60.0,0,0,3.807354922057604
2025-07-26 04:05:01,2025-07-26 04:06:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-26 04:11:01,2025-07-26 04:12:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-26 05:47:01,2025-07-26 05:48:01,23,2,1,1,62.0,0,0,3.8613103086691347
2025-07-26 07:02:01,2025-07-26 07:03:01,7,1,1,1,98.0,0,0,3.9698157824268097
2025-07-26 07:03:01,2025-07-26 07:04:01,12,1,1,1,98.0,0,0,3.9698157824268097
2025-07-26 07:04:01,2025-07-26 07:05:01,4,1,1,1,98.0,0,0,3.9698157824268097
2025-07-27 04:16:01,2025-07-27 04:17:01,2,2,1,1,34.5,0,0,3.0850551027564768
2025-07-27 04:21:01,2025-07-27 04:22:01,2,2,1,1,33.5,0,0,3.0850551027564768
2025-07-27 10:59:01,2025-07-27 11:00:01,1,1,1,1,58.0,0,0,3.807354922057604
2025-07-27 14:41:01,2025-07-27 14:42:01,3,3,1,3,21.666666666666668,0,0,3.773557262275186
